             Inf   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0022231e+01   0.0000000e+00   0.0000000e+00   2.0371867e+00   3.8197251e-01   0.0000000e+00   0.0000000e+00   3.0921584e-01   4.4927243e+00   5.2021019e+00   0.0000000e+00   4.4745352e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   4.5836702e+00   6.2025061e+00   3.1831043e+00   7.6394503e-01   4.7291835e+00   0.0000000e+00   3.9470493e+00   4.5291027e+00   2.7829426e+00   3.4741310e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   7.0755861e+00   1.2914309e+00   0.0000000e+00             Inf   7.2210994e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   7.4575586e-01   0.0000000e+00   4.0561843e+00             Inf   0.0000000e+00   0.0000000e+00   0.0000000e+00
             Inf             Inf   0.0000000e+00             Inf   0.0000000e+00   9.0400162e+00   0.0000000e+00   0.0000000e+00             Inf   8.4761520e+00   5.7295877e+00   2.6738076e+00   0.0000000e+00   4.4199677e+00   1.0022231e+01   5.2384802e+00   2.6192401e+00   5.4749394e+00             Inf             Inf   7.5666936e+00             Inf   0.0000000e+00             Inf             Inf             Inf   5.1475344e+00             Inf   1.6370251e+00             Inf   1.4187551e+00             Inf   1.9280517e+00             Inf             Inf   3.5650768e+00   5.2748585e+00   0.0000000e+00   7.6030719e+00             Inf   0.0000000e+00   7.6940178e+00   0.0000000e+00             Inf             Inf             Inf   0.0000000e+00   3.2922393e+00             Inf             Inf             Inf             Inf   1.0022231e+01   3.7833468e+00
             Inf             Inf             Inf             Inf   0.0000000e+00   0.0000000e+00   5.0565885e+00   0.0000000e+00   0.0000000e+00   4.1471302e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   7.6394503e-01   0.0000000e+00   1.4915117e+00             Inf   0.0000000e+00   0.0000000e+00   9.7130154e+00   0.0000000e+00   0.0000000e+00             Inf   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   9.7130154e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00             Inf   0.0000000e+00   4.3654002e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
             Inf   0.0000000e+00   0.0000000e+00   0.0000000e+00   8.7853678e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.4551334e+00   0.0000000e+00   1.6188359e+00   0.0000000e+00   0.0000000e+00             Inf   0.0000000e+00   4.0016168e-01   1.6370251e+00   9.0036378e+00   3.6560226e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   5.3294260e+00   0.0000000e+00             Inf   5.8205335e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   3.8742926e+00   0.0000000e+00   0.0000000e+00             Inf
             Inf   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00             Inf   9.5129345e+00   7.6212611e+00   8.8945028e+00   7.6394503e+00   1.0767987e+01   5.9114794e+00   1.0786176e+01   1.0804365e+01   1.6188359e+00   1.9098626e+00   3.0375909e+00             Inf   6.2752627e+00             Inf   7.9486661e+00             Inf             Inf             Inf             Inf             Inf   4.1471302e+00             Inf             Inf             Inf             Inf             Inf   0.0000000e+00             Inf             Inf             Inf             Inf   7.9486661e+00             Inf             Inf   9.0945837e-01   0.0000000e+00   3.4377526e+00             Inf             Inf             Inf             Inf   1.0968068e+01   0.0000000e+00   7.2029103e+00             Inf   1.1222716e+01             Inf             Inf
             Inf             Inf             Inf             Inf   1.0222312e+01             Inf             Inf             Inf             Inf             Inf             Inf   8.8035570e+00   7.5848828e+00             Inf             Inf             Inf   1.0440582e+01   8.4397736e+00             Inf             Inf             Inf             Inf             Inf             Inf             Inf   0.0000000e+00             Inf             Inf   1.0949879e+01             Inf   6.6936136e+00             Inf             Inf   6.9118836e+00   0.0000000e+00             Inf             Inf             Inf             Inf             Inf             Inf             Inf   1.0767987e+01   9.2946645e+00             Inf             Inf   8.3488278e+00   1.4733226e+00   9.0582053e+00             Inf             Inf   0.0000000e+00             Inf             Inf
             Inf             Inf             Inf   4.8928860e+00   6.7663703e+00   0.0000000e+00   0.0000000e+00   2.2736459e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.8375101e+00   3.1831043e+00   1.3823767e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.7461601e+00   0.0000000e+00   8.8399353e+00   0.0000000e+00   5.2384802e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00             Inf   1.0204123e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.9102668e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   6.1843169e+00   5.4567502e-01   0.0000000e+00   0.0000000e+00
   0.0000000e+00             Inf   0.0000000e+00   4.2380760e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00             Inf   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   4.4745352e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00             Inf   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   5.2748585e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.9098626e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
             Inf   0.0000000e+00             Inf   0.0000000e+00   0.0000000e+00             Inf   4.5654810e+00   0.0000000e+00             Inf   0.0000000e+00             Inf             Inf   0.0000000e+00   0.0000000e+00             Inf             Inf   0.0000000e+00             Inf             Inf   0.0000000e+00             Inf             Inf   0.0000000e+00   8.8399353e+00   0.0000000e+00   0.0000000e+00   5.2021019e+00   0.0000000e+00   0.0000000e+00   3.4741310e+00   0.0000000e+00   0.0000000e+00   5.8387227e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00             Inf   0.0000000e+00   0.0000000e+00   9.2764753e-01   8.7671787e+00             Inf   0.0000000e+00   5.3839935e+00   0.0000000e+00   0.0000000e+00             Inf   0.0000000e+00   7.5666936e+00
             Inf             Inf             Inf             Inf             Inf   0.0000000e+00   1.5460792e+00   3.9470493e+00             Inf   6.6754244e+00   0.0000000e+00   1.5460792e+00   0.0000000e+00   0.0000000e+00             Inf   0.0000000e+00   0.0000000e+00   0.0000000e+00             Inf   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   7.0573969e+00   0.0000000e+00   0.0000000e+00             Inf   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.9648343e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   4.3472110e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   6.0024252e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
