GrNr;TrialNr;ParticipantNr;EMO;SIG;SYNCIX
3;12;11;1;0.04255072;0.97976215
3;12;12;0;0.014772816;0.98483396
3;13;9;-1;0.039642649;0.99108498
3;13;10;1;0.033386257;0.95246684
3;13;11;-1;0.049827949;0.90219479
3;13;12;0;0.057102668;0.98206847
3;14;9;-1;0.049343365;0.98397394
3;14;10;1;0.05393666;0.97994692
3;14;11;-1;0.042937028;0.95829268
3;14;12;1;0.14752202;0.94956305
3;15;9;-1;0.014333633;0.97924461
3;15;10;1;0.014375275;0.9803204
3;15;11;0;0.031552239;0.98799097
3;15;12;-1;0.038265119;0.96781907
3;16;9;-1;0.025566103;0.93554469
3;16;10;1;0.025565082;0.92739267
3;16;11;0;0.029993055;0.96077095
3;16;12;1;0.052199445;0.92009188
3;17;9;-1;0.12304575;0.98940009
3;17;10;1;0.24078575;0.98336163
3;17;11;1;0.20912285;0.93720928
3;17;12;-1;0.12929106;0.98136436
3;18;9;-1;0.01827335;0.97687399
3;18;10;1;0.01632628;0.98756178
3;18;11;1;0.047455915;0.96827713
3;18;12;0;0.01633604;0.96309096
3;19;9;0;0.062767395;0.97630237
3;19;10;-1;0.013177586;0.96621636
3;19;11;-1;0.010131103;0.97177397
3;19;12;0;0.018411966;0.98011062
3;20;9;0;0.26293297;0.58764901
3;20;10;-1;0.1153495;0.8230322
3;20;11;-1;0.05610057;0.92992135
3;20;12;1;0.10265608;0.93695859
3;21;9;0;0.005474892;0.97914168
3;21;10;-1;0.030016667;0.98391469
3;21;11;0;0.056362872;0.94759816
3;21;12;-1;0.021586372;0.9634694
3;22;9;0;0.026226213;0.95420341
3;22;10;-1;0.014827142;0.96389835
3;22;11;0;0.023161104;0.97739192
3;22;12;1;0.019058905;0.98623269
3;23;9;0;0.20638271;0.96228147
3;23;10;-1;0.2092972;0.96398799
3;23;11;1;0.15480159;0.92095119
3;23;12;-1;0.74243857;0.096476982
3;24;9;0;0.021456323;0.97599422
3;24;10;-1;0.023840151;0.98265384
3;24;11;1;0.067768346;0.94037387
3;24;12;0;0.035865075;0.93573012
3;25;9;0;0.017036932;0.96461589
3;25;10;0;0.016958356;0.9818989
3;25;11;-1;0.035907507;0.96167513
3;25;12;0;0.025472167;0.94829944
3;26;9;0;0.031607273;0.98428515
3;26;10;0;0.01630261;0.95096121
3;26;11;-1;0.025490167;0.96896107
3;26;12;1;0.0596561;0.9238074
3;27;9;0;0.01336029;0.95314739
3;27;10;0;0.02840326;0.97940381
3;27;11;0;0.067153219;0.94449411
3;27;12;-1;0.039017354;0.98113948
3;28;9;0;0.008253145;0.97752221
3;28;10;0;0.009203553;0.97951937
3;28;11;0;0.010379865;0.97773463
3;28;12;1;0.011306953;0.97345063
3;29;9;0;0.007164689;0.98384335
3;29;10;0;0.027090286;0.9645199
3;29;11;1;0.015958852;0.98840803
3;29;12;-1;0.00362914;0.98888519
3;30;9;0;0.07444442;0.99032975
3;30;10;0;0.077365402;0.98301418
3;30;11;1;0.044062604;0.98760555
3;30;12;0;0.34173405;0.97968752
3;31;9;0;0.036594918;0.98772686
3;31;10;1;0.028440428;0.96052989
3;31;11;-1;0.016120582;0.96697367
3;31;12;0;0.080264541;0.90773383
3;32;9;0;0.02117003;0.97923516
3;32;10;1;0.024811826;0.97826097
3;32;11;-1;0.037443695;0.96675943
3;32;12;1;0.035676606;0.95618585
3;33;9;0;0.01890953;0.98027856
3;33;10;1;0.033339333;0.98654226
3;33;11;0;0.008286786;0.96833688
3;33;12;-1;0.06637238;0.95415493
3;34;9;0;0.041910462;0.97914978
3;34;10;1;0.037098599;0.96729536
3;34;11;0;0.057260771;0.96109192
3;34;12;1;0.10691373;0.89004084
3;35;9;0;0.00877163;0.976028
3;35;10;1;0.023841584;0.95928952
3;35;11;1;0.005524832;0.98631596
3;35;12;-1;0.015910113;0.97506223
3;36;9;0;0.030078356;0.9749728
3;36;10;1;0.027125676;0.96570876
3;36;11;1;0.021116527;0.96458665
3;36;12;0;0.091922793;0.95876779
3;37;9;1;0.012042653;0.97981585
3;37;10;-1;0.010575058;0.97242955
3;37;11;-1;0.016554624;0.97587399
3;37;12;0;0.033328768;0.97968059
3;38;9;1;0.019787451;0.98180517
3;38;10;-1;0.017987298;0.96823376
3;38;11;-1;0.015042182;0.9852325
3;38;12;1;0.022098848;0.96097348
3;39;9;1;0.017872298;0.97099164
3;39;10;-1;0.021059689;0.97304615
3;39;11;0;0.01931935;0.97894757
3;39;12;-1;0.078874763;0.90393847
3;40;9;1;0.016001309;0.96237193
3;40;10;-1;0.018188284;0.94372414
3;40;11;0;0.069625018;0.97036435
3;40;12;1;0.040704653;0.9556985
3;41;9;1;0.015868803;0.98135777
3;41;10;-1;0.019640101;0.97885913
3;41;11;1;0.027326378;0.9724087
3;41;12;-1;0.039340499;0.94066854
3;42;9;1;0.009626993;0.98518734
3;42;10;-1;0.005938443;0.98303662
3;42;11;1;0.005794795;0.99202051
3;42;12;0;0.021054968;0.975861
3;43;9;1;0.018237851;0.98499238
3;43;10;0;0.004963653;0.97190604
3;43;11;-1;0.025507827;0.97462364
3;43;12;0;0.028307944;0.9792919
3;44;9;1;0.017378397;0.98687647
3;44;10;0;0.009408969;0.97043131
3;44;11;-1;0.018181398;0.95886489
3;44;12;1;0.029473456;0.95117155
3;45;9;1;0.019183379;0.97704005
3;45;10;0;0.004188431;0.98218562
3;45;11;0;0.016820188;0.97582372
3;45;12;-1;0.009107525;0.98342599
3;46;9;1;0.24999366;0.96287901
3;46;10;0;0.21283331;0.95535043
3;46;11;0;0.188877;0.95095667
3;46;12;1;0.93806385;0.95841621
3;47;9;1;0.003508066;0.97923484
3;47;10;0;0.011722237;0.97908331
3;47;11;1;0.039095844;0.97061615
3;47;12;-1;0.010897405;0.98664621
3;48;9;1;0.024726959;0.97984375
3;48;10;0;0.012052663;0.97454503
3;48;11;1;0.038227976;0.942675
3;48;12;0;0.01942428;0.98511381
3;49;9;1;0.016449983;0.99451346
3;49;10;1;0.007229416;0.97870833
3;49;11;-1;0.009960971;0.99116716
3;49;12;0;0.038716448;0.96977815
3;50;9;1;0.015385655;0.99002446
3;50;10;1;0.012753593;0.97134293
3;50;11;-1;0.013104339;0.96304684
3;50;12;1;0.017189681;0.97593789
3;51;9;1;0.042470292;0.97593052
3;51;10;1;0.039376663;0.98468126
3;51;11;0;0.064811208;0.94913312
3;51;12;-1;0.02188499;0.94922095
3;52;9;1;0.011960366;0.9831851
3;52;10;1;0.0191584;0.96506224
3;52;11;0;0.01671168;0.97595141
3;52;12;1;0.009689866;0.97260899
3;53;9;1;0.0099085;0.98436521
3;53;10;1;0.015157367;0.96773728
3;53;11;1;0.029669219;0.96189266
3;53;12;-1;0.011405484;0.97878826
3;54;9;1;0.026323931;0.98747753
3;54;10;1;0.03107657;0.95689056
3;54;11;1;0.024026344;0.95909483
3;54;12;0;0.034620594;0.96185342
4;1;13;-1;0.10270241;0.76501232
4;1;14;-1;0.20975722;0.49796443
4;1;15;-1;0.4333419;0.32017253
4;1;16;0;0.10339676;0.75924237
4;2;13;-1;0.14689131;0.9703317
4;2;14;-1;0.050120287;0.98555663
4;2;15;-1;0.031569849;0.98039512
4;2;16;1;0.034585842;0.98444076
4;3;13;-1;0.024854559;0.99092464
4;3;14;-1;0.039659513;0.94756053
4;3;15;0;0.029371116;0.97898736
4;3;16;-1;0.031142884;0.97867398
4;4;13;-1;0.090181548;0.98487666
4;4;14;-1;0.037472407;0.98020836
4;4;15;0;0.036402157;0.9683827
4;4;16;1;0.082600464;0.88040717
4;5;13;-1;0.066781948;0.97469677
4;5;14;-1;0.19676667;0.98161303
4;5;15;1;0.066519847;0.98087194
4;5;16;-1;0.061542295;0.98009329
4;6;13;-1;0.014125326;0.9650992
4;6;14;-1;0.018803737;0.97187545
4;6;15;1;0.02777762;0.97874089
4;6;16;0;0.034708936;0.98374641
4;7;13;-1;0.014546729;0.96505528
4;7;14;0;0.035103894;0.98266356
4;7;15;-1;0.01885903;0.98940384
4;7;16;0;0.022203759;0.97195114
4;8;13;-1;0.006628308;0.97682724
4;8;14;0;0.018224889;0.98359009
4;8;15;-1;0.020073667;0.96641256
4;8;16;1;0.025190726;0.97535826
4;9;13;-1;0.018565458;0.97412192
4;9;14;0;0.02543092;0.97304755
4;9;15;0;0.027242633;0.98667727
4;9;16;-1;0.011568133;0.98195001
