GrNr;TrialNr;ParticipantNr;EMO;SIG;SYNCIX
4;8;15;-1;0.008074818;0.99140159
4;8;16;1;0.010146688;0.99122681
4;9;13;-1;0.00653489;0.98442583
4;9;14;0;0.002664791;0.98674393
4;9;15;0;0.003608997;0.98526649
4;9;16;-1;0.002968302;0.99119182
4;10;13;-1;0.037623287;0.98609941
4;10;14;0;0.21554047;0.91809013
4;10;15;0;0.02467475;0.96522396
4;10;16;1;0.080116517;0.98897684
4;11;13;-1;0.017610233;0.97688109
4;11;14;0;0.033341754;0.98382809
4;11;15;1;0.004751834;0.99493167
4;11;16;-1;0.003167723;0.99364724
4;12;13;-1;0.026000699;0.97356621
4;12;14;0;0.017084465;0.97798875
4;12;15;1;0.074224644;0.87930149
4;12;16;0;0.02497254;0.99383592
4;13;13;-1;0.005000413;0.98448847
4;13;14;1;0.004393889;0.98320027
4;13;15;-1;0.00772449;0.99551777
4;13;16;0;0.011336937;0.98080041
4;14;13;-1;0.012861724;0.97373278
4;14;14;1;0.017580072;0.96003239
4;14;15;-1;0.012444856;0.99125516
4;14;16;1;0.010944835;0.97880462
4;15;13;-1;0.008235771;0.98997744
4;15;14;1;0.00497926;0.99199949
4;15;15;0;0.003785359;0.98804732
4;15;16;-1;0.016322664;0.97901174
4;16;13;-1;0.01681449;0.99234839
4;16;14;1;0.008670202;0.99103417
4;16;15;0;0.009536796;0.98484247
4;16;16;1;0.02365934;0.9781787
4;17;13;-1;0.057213773;0.98459384
4;17;14;1;0.012055185;0.9721719
4;17;15;1;0.012600646;0.98057438
4;17;16;-1;0.025557642;0.97445425
4;18;13;-1;0.017014644;0.9841747
4;18;14;1;0.014537999;0.94596103
4;18;15;1;0.018234915;0.9779055
4;18;16;0;0.052039334;0.92047069
4;19;13;0;0.016092754;0.99779931
4;19;14;-1;0.034532255;0.97856482
4;19;15;-1;0.014098141;0.9628895
4;19;16;0;0.014514709;0.99001905
4;20;13;0;0.017612409;0.98379195
4;20;14;-1;0.048640911;0.94808357
4;20;15;-1;0.018415602;0.99763544
4;20;16;1;0.017512066;0.97552479
4;21;13;0;0.008958361;0.95954157
4;21;14;-1;0.040522737;0.94451331
4;21;15;0;0.017884358;0.99464538
4;21;16;-1;0.036705995;0.99276448
4;22;13;0;0.079896994;0.97690531
4;22;14;-1;0.051263531;0.92043659
4;22;15;0;0.24987915;0.5973946
4;22;16;1;0.059732082;0.95607801
4;23;13;0;0.030460277;0.99745031
4;23;14;-1;0.015622529;0.9886691
4;23;15;1;0.008239598;0.98340421
4;23;16;-1;0.070687529;0.96209456
4;24;13;0;0.078336129;0.9610557
4;24;14;-1;0.032962528;0.92291278
4;24;15;1;0.027107057;0.9933944
4;24;16;0;0.01546838;0.982614
4;25;13;0;0.0139658;0.99014468
4;25;14;0;0.061471014;0.93972702
4;25;15;-1;0.021786153;0.99872195
4;25;16;0;0.003670508;0.97688161
4;26;13;0;0.039852688;0.98702717
4;26;14;0;0.098303534;0.91629136
4;26;15;-1;0.02524879;0.98312669
4;26;16;1;0.029137395;0.98765562
4;27;13;0;0.017826654;0.99352924
4;27;14;0;0.021178899;0.98295128
4;27;15;0;0.013310595;0.99059494
4;27;16;-1;0.022367779;0.98627347
4;28;13;0;0.095936215;0.98011959
4;28;14;0;0.34091824;0.96616928
4;28;15;0;0.089318144;0.9866183
4;28;16;1;0.027800081;0.97475497
4;29;13;0;0.011685493;0.98911079
4;29;14;0;0.009974817;0.98985433
4;29;15;1;0.008592043;0.991974
4;29;16;-1;0.004988747;0.98930342
4;30;13;0;0.022204724;0.95092964
4;30;14;0;0.12220054;0.85075761
4;30;15;1;0.021449806;0.95538792
4;30;16;0;0.041022838;0.97322618
4;31;13;0;0.013324584;0.98135309
4;31;14;1;0.038118678;0.9475831
4;31;15;-1;0.01445322;0.99115411
4;31;16;0;0.020021401;0.98440507
4;32;13;0;0.018320055;0.96297136
4;32;14;1;0.007941743;0.98982136
4;32;15;-1;0.007290137;0.99618159
4;32;16;1;0.014581093;0.98442198
4;33;13;0;0.10951786;0.93731636
4;33;14;1;0.38057096;0.68250934
4;33;15;0;0.14565834;0.98707804
4;33;16;-1;0.059501508;0.89578125
4;34;13;0;0.057359084;0.94944383
4;34;14;1;0.041495369;0.9706046
4;34;15;0;0.066016215;0.99327745
4;34;16;1;0.14261468;0.97744706
4;35;13;0;0.0026318;0.99449178
4;35;14;1;0.020594511;0.98187764
4;35;15;1;0.009932032;0.99786949
4;35;16;-1;0.00594874;0.99527903
4;36;13;0;0.028456368;0.95786554
4;36;14;1;0.018863422;0.95523712
4;36;15;1;0.0111648;0.98500872
4;36;16;0;0.018838137;0.95998336
4;37;13;1;0.01921536;0.99728114
4;37;14;-1;0.044485609;0.9834625
4;37;15;-1;0.014054795;0.98864451
4;37;16;0;0.008910273;0.99161298
4;38;13;1;0.10817392;0.87333477
4;38;14;-1;0.062456654;0.93547171
4;38;15;-1;0.035840632;0.98080378
4;38;16;1;0.014618143;0.97286343
4;39;13;1;0.01012106;0.97507371
4;39;14;-1;0.093826224;0.9431973
4;39;15;0;0.022697013;0.99095733
4;39;16;-1;0.025330097;0.99339986
4;40;13;1;0.017925521;0.94857804
4;40;14;-1;0.079782009;0.93506173
4;40;15;0;0.024107577;0.95512658
4;40;16;1;0.043983973;0.97468533
4;41;13;1;0.4802034;0.43780935
4;41;14;-1;0.545664;0.51167026
4;41;15;1;0.55812009;0.24084343
4;41;16;-1;0.45758011;0.4312918
4;42;13;1;0.025958492;0.97526134
4;42;14;-1;0.15350881;0.94357584
4;42;15;1;0.046448883;0.98133624
4;42;16;0;0.039251789;0.98985456
4;43;13;1;0.029326146;0.96257475
4;43;14;0;0.067040253;0.89742453
4;43;15;-1;0.028441689;0.98880631
4;43;16;0;0.037555177;0.93968343
4;44;13;1;0.1096236;0.92217354
4;44;14;0;0.42682216;0.47367775
4;44;15;-1;0.15329736;0.99081837
4;44;16;1;0.089807694;0.96187413
4;45;13;1;0.22768507;0.56998076
4;45;14;0;0.43005024;0.22245301
4;45;15;0;0.19792138;0.59418659
4;45;16;-1;0.2360157;0.69120322
4;46;13;1;0.050311594;0.94566
4;46;14;0;0.055512458;0.90784327
4;46;15;0;0.042865761;0.97092021
4;46;16;1;0.16098207;0.65992836
4;47;13;1;0.053250792;0.86547394
4;47;14;0;0.29277239;0.82069188
4;47;15;1;0.1025745;0.97707159
4;47;16;-1;0.1410359;0.89531886
4;48;13;1;0.10863072;0.9822986
4;48;14;0;0.31353165;0.7622804
4;48;15;1;0.072994434;0.96482362
4;48;16;0;0.064412396;0.97743686
4;49;13;1;0.51805003;0.11014598
4;49;14;1;0.1088164;0.95317713
4;49;15;-1;0.16023332;0.97797768
4;49;16;0;0.13508221;0.98805143
4;50;13;1;0.14853503;0.68542549
4;50;14;1;0.065599829;0.97462362
4;50;15;-1;0.048683081;0.98948781
4;50;16;1;0.071569374;0.98017001
4;51;13;1;0.024850795;0.98853897
4;51;14;1;0.080353897;0.97328088
4;51;15;0;0.012284366;0.98366953
4;51;16;-1;0.013142179;0.97543554
4;52;13;1;0.00940419;0.98580023
4;52;14;1;0.012831772;0.97173761
4;52;15;0;0.009954424;0.97930779
4;52;16;1;0.005682237;0.99550543
4;53;13;1;0.002871703;0.98882223
4;53;14;1;0.017411019;0.98219472
4;53;15;1;0.008322266;0.99140814
4;53;16;-1;0.004551913;0.99477222
4;54;13;1;0.056185435;0.66003231
4;54;14;1;0.13031723;0.54968081
4;54;15;1;0.13633574;0.5946614
4;54;16;0;0.066542021;0.6950921
5;1;17;-1;0.15716719;0.52250197
5;1;18;-1;0.098385396;0.74482537
5;1;19;-1;0.31640221;0.26104521
5;1;20;0;0.25182821;0.59598567
5;2;17;-1;0.10168316;0.9462542
5;2;18;-1;0.084578204;0.95987844
5;2;19;-1;0.34498924;0.34152301
5;2;20;1;0.047387196;0.95160681
5;3;17;-1;0.13432851;0.99094665
5;3;18;-1;0.369564;0.86076944
5;3;19;0;0.11250206;0.9776993
5;3;20;-1;0.14738707;0.98871043
5;4;17;-1;0.044005924;0.99358646
5;4;18;-1;0.063480446;0.97190376
5;4;19;0;0.031386091;0.99057825
5;4;20;1;0.0244136;0.98419986
5;5;17;-1;0.038054181;0.92573587
5;5;18;-1;0.036593879;0.98450858
5;5;19;1;0.08631121;0.84873717
5;5;20;-1;0.072355113;0.97493858
5;6;17;-1;0.10526407;0.47136625
5;6;18;-1;0.36814944;0.65445201
5;6;19;1;0.19078484;0.52386952
5;6;20;0;0.12400066;0.55381806
5;7;17;-1;0.10176318;0.97906521
5;7;18;0;0.23490124;0.9245597
5;7;19;-1;0.056995013;0.82475716
5;7;20;0;0.1115496;0.95540723
5;8;17;-1;0.058342854;0.96447707
5;8;18;0;0.096524189;0.94028873
5;8;19;-1;0.078738192;0.96277671
5;8;20;1;0.17736118;0.98181149
5;9;17;-1;0.04872077;0.95650247
5;9;18;0;0.24482897;0.9798665
5;9;19;0;0.064359227;0.94543748
5;9;20;-1;0.016024024;0.97947206
5;10;17;-1;0.069699988;0.84332975
5;10;18;0;0.37458594;0.33150198
5;10;19;0;0.071399938;0.85835595
5;10;20;1;0.069020209;0.67396855
5;11;17;-1;0.20497754;0.69862509
5;11;18;0;0.22523442;0.74789219
5;11;19;1;0.15854831;0.6303475
5;11;20;-1;0.14960834;0.72569969
5;12;17;-1;0.047474068;0.95613507
5;12;18;0;0.065191506;0.92909803
5;12;19;1;0.031638151;0.91331542
5;12;20;0;0.050995762;0.98023535
5;13;17;-1;0.037509829;0.95341811
5;13;18;1;0.038158546;0.968595
5;13;19;-1;0.13101725;0.93843514
5;13;20;0;0.021716169;0.9448621
5;14;17;-1;0.41535725;0.30414575
5;14;18;1;0.13294178;0.89401681
5;14;19;-1;0.16317415;0.60889534
5;14;20;1;0.11809263;0.85698582
5;15;17;-1;0.13025385;0.94534922
5;15;18;1;0.13055533;0.93726496
5;15;19;0;0.4758625;0.18202863
5;15;20;-1;0.14618477;0.95106613
5;16;17;-1;0.066722688;0.91918918
5;16;18;1;0.083673757;0.95647578
5;16;19;0;0.091107814;0.85351402
5;16;20;1;0.13096647;0.98215862
5;17;17;-1;0.034955527;0.94397008
5;17;18;1;0.099098407;0.98944805
5;17;19;1;0.068210597;0.93932531
5;17;20;-1;0.017910384;0.95522483
5;18;17;-1;0.031975848;0.89842913
5;18;18;1;0.19219681;0.87245249
5;18;19;1;0.052818846;0.87991771
5;18;20;0;0.082832861;0.96270985
5;19;17;0;0.05623246;0.95953724
5;19;18;-1;0.16926281;0.66001167
5;19;19;-1;0.071954163;0.85850769
5;19;20;0;0.061086376;0.95639321
5;20;17;0;0.15278043;0.90642524
5;20;18;-1;0.12958165;0.82529528
5;20;19;-1;0.2590484;0.32776149
5;20;20;1;0.14375301;0.67916212
5;21;17;0;0.19610977;0.59340656
5;21;18;-1;0.089908158;0.71351391
5;21;19;0;0.061113602;0.75717352
5;21;20;-1;0.13936392;0.73752896
5;22;17;0;0.057562021;0.95889278
5;22;18;-1;0.047554893;0.97719706
5;22;19;0;0.094363199;0.8655731
5;22;20;1;0.045337143;0.92435688
5;23;17;0;0.17087712;0.56396559
5;23;18;-1;0.52189111;0.061891403
5;23;19;1;0.23030163;0.63356739
5;23;20;-1;0.17556602;0.64750145
5;24;17;0;0.58791714;0.73951393
5;24;18;-1;0.14601306;0.63978614
5;24;19;1;0.15191027;0.92063731
5;24;20;0;0.16279265;0.86798347
5;25;17;0;0.035166056;0.84692511
5;25;18;0;0.092732626;0.96986744
5;25;19;-1;0.074363374;0.76815221
5;25;20;0;0.21752676;0.86731481
5;26;17;0;0.092460153;0.9288182
5;26;18;0;0.079759417;0.84984903
5;26;19;-1;0.058038185;0.89670685
5;26;20;1;0.086778015;0.85023269
5;27;17;0;0.14728947;0.8479425
5;27;18;0;0.51747871;0.028257707
5;27;19;0;0.14626652;0.93224439
5;27;20;-1;0.11704697;0.89225089
5;28;17;0;0.098258516;0.93312573
5;28;18;0;0.1366902;0.76309016
5;28;19;0;0.055438893;0.89351962
5;28;20;1;0.097508383;0.81912859
5;29;17;0;0.052157755;0.97279942
5;29;18;0;0.092597611;0.9315285
5;29;19;1;0.060663635;0.86160173
5;29;20;-1;0.058039584;0.96892456
5;30;17;0;0.084062313;0.92623209
5;30;18;0;0.28191072;0.42927873
5;30;19;1;0.13973928;0.94443263
5;30;20;0;0.15639109;0.80515798
5;31;17;0;0.14322688;0.9672237
5;31;18;1;0.40823774;0.86315564
5;31;19;-1;0.11692139;0.94705096
5;31;20;0;0.078453374;0.97841491
5;32;17;0;0.078820879;0.79165239
5;32;18;1;0.18175328;0.54663502
5;32;19;-1;0.1288296;0.87672431
5;32;20;1;0.40185087;0.34175691
5;33;17;0;0.058928644;0.8013633
5;33;18;1;0.07892124;0.77001947
5;33;19;0;0.078266083;0.79940002
5;33;20;-1;0.10994065;0.82840543
5;34;17;0;0.063200892;0.83371584
5;34;18;1;0.10993301;0.8216025
5;34;19;0;0.16483958;0.72955643
5;34;20;1;0.32613781;0.26559486
5;35;17;0;0.047228434;0.90680702
5;35;18;1;0.16423194;0.60889628
5;35;19;1;0.14868406;0.84864921
5;35;20;-1;0.18015943;0.83809198
5;36;17;0;0.13429625;0.83468059
5;36;18;1;0.15213195;0.71035819
5;36;19;1;0.21391642;0.74700672
5;36;20;0;0.32765388;0.82375748
5;37;17;1;0.045281768;0.84814554
5;37;18;-1;0.54300505;0.20402135
5;37;19;-1;0.12700464;0.93904044
5;37;20;0;0.14729619;0.90198353
5;38;17;1;0.034065474;0.95974209
5;38;18;-1;0.081841776;0.8366241
5;38;19;-1;0.077993025;0.84354311
5;38;20;1;0.041233849;0.95109981
5;39;17;1;0.050240505;0.94885679
5;39;18;-1;0.073208098;0.85125832
5;39;19;0;0.089162709;0.93929531
5;39;20;-1;0.039844992;0.9309882
5;40;17;1;0.17119294;0.75339794
5;40;18;-1;0.23607175;0.40360413
5;40;19;0;0.19906817;0.78763213
5;40;20;1;0.11224657;0.57484853
5;41;17;1;0.13767652;0.94403939
5;41;18;-1;0.37889537;0.26913599
5;41;19;1;0.11647952;0.94168328
5;41;20;-1;0.13938436;0.81107131
5;42;17;1;0.073107118;0.94259989
5;42;18;-1;0.043387093;0.98219746
5;42;19;1;0.01703749;0.92871661
5;42;20;0;0.032798575;0.91689103
5;43;17;1;0.11005486;0.81982477
5;43;18;0;0.11621441;0.76676689
5;43;19;-1;0.11138335;0.9286935
5;43;20;0;0.049081648;0.88985655
5;44;17;1;0.023721846;0.91086754
5;44;18;0;0.039062387;0.95293194
5;44;19;-1;0.032382996;0.95142492
5;44;20;1;0.054361975;0.97296716
5;45;17;1;0.19462389;0.81948267
5;45;18;0;0.11594531;0.89962114
5;45;19;0;0.083511679;0.77596239
5;45;20;-1;0.24819677;0.40769841
5;46;17;1;0.093108644;0.83849945
5;46;18;0;0.27266634;0.42814694
5;46;19;0;0.18239617;0.57578139
5;46;20;1;0.1180748;0.8677765
5;47;17;1;0.081262308;0.82929475
5;47;18;0;0.28207764;0.34760162
5;47;19;1;0.062558639;0.87988906
5;47;20;-1;0.14867814;0.56724987
5;48;17;1;0.4129148;0.54341631
5;48;18;0;0.12456995;0.75456715
5;48;19;1;0.10013148;0.74880145
5;48;20;0;0.25616458;0.525115
5;49;17;1;0.10941401;0.93771491
5;49;18;1;0.30031802;0.71318326
5;49;19;-1;0.095249196;0.88542639
5;49;20;0;0.10331426;0.92739978
5;50;17;1;0.055777879;0.87043898
5;50;18;1;0.050099088;0.95388552
5;50;19;-1;0.13133564;0.76678889
5;50;20;1;0.047613176;0.97227177
5;51;17;1;0.069083425;0.94068543
5;51;18;1;0.070947999;0.91655861
5;51;19;0;0.18568672;0.71804742
5;51;20;-1;0.07479856;0.95304922
5;52;17;1;0.21292967;0.94731342
5;52;18;1;0.074155364;0.95864488
5;52;19;0;0.043680367;0.88169722
5;52;20;1;0.029587501;0.95452259
5;53;17;1;0.45946324;0.36491094
5;53;18;1;0.11770284;0.41309946
5;53;19;1;0.15710326;0.72052493
5;53;20;-1;0.14509922;0.67437008
5;54;17;1;0.24796554;0.30892561
5;54;18;1;0.11222333;0.55639514
5;54;19;1;0.16062898;0.46109602
5;54;20;0;0.098275476;0.51317436
6;1;21;-1;0.060460432;0.65302885
6;1;22;-1;0.25196734;0.55990923
6;1;23;-1;0.20202404;0.62607358
6;1;24;0;0.52218565;0.087672219
6;2;21;-1;0.36210791;0.34376993
6;2;22;-1;0.15266415;0.96433337
6;2;23;-1;0.15494569;0.94619817
6;2;24;1;0.2553686;0.50746234
6;3;21;-1;0.047182144;0.97654703
6;3;22;-1;0.059411042;0.97766022
6;3;23;0;0.036453192;0.95665378
6;3;24;-1;0.13877217;0.84081363
6;4;21;-1;0.12274269;0.98634452
6;4;22;-1;0.081522331;0.91674516
6;4;23;0;0.020042959;0.9355942
6;4;24;1;0.33041204;0.31138633
6;5;21;-1;0.12753772;0.9320531
6;5;22;-1;0.16944134;0.97744015
6;5;23;1;0.16003419;0.96516733
6;5;24;-1;0.57884026;0.089784542
6;6;21;-1;0.092507044;0.97966283
6;6;22;-1;0.16354307;0.95913095
6;6;23;1;0.14368285;0.92890029
6;6;24;0;0.53028115;0.28300524
6;7;21;-1;0.11646007;0.86311467
6;7;22;0;0.11436837;0.97297563
6;7;23;-1;0.14251989;0.94503298
6;7;24;0;0.45099666;0.36536605
6;8;21;-1;0.043102522;0.9535949
6;8;22;0;0.10262716;0.9535464
6;8;23;-1;0.028538348;0.94325101
6;8;24;1;0.36130521;0.88910787
6;9;21;-1;0.31290275;0.8571066
6;9;22;0;0.091173645;0.7032795
6;9;23;0;0.16762368;0.94229071
6;9;24;-1;0.39898977;0.50246537
6;10;21;-1;0.15255577;0.9497965
6;10;22;0;0.17099046;0.98180884
6;10;23;0;0.14124382;0.92532367
6;10;24;1;0.57920543;0.15328332
6;11;21;-1;0.15381701;0.98353244
6;11;22;0;0.12369042;0.91104938
6;11;23;1;0.10996791;0.94278385
6;11;24;-1;0.45897348;0.28327588
6;12;21;-1;0.11865512;0.83963929
6;12;22;0;0.24947272;0.54392413
6;12;23;1;0.094725682;0.879456
6;12;24;0;0.33145477;0.26785928
6;13;21;-1;0.11122934;0.94701679
6;13;22;1;0.21545108;0.94356016
6;13;23;-1;0.20197588;0.95028231
6;13;24;0;0.74285148;0.38267571
6;14;21;-1;0.20477;0.42371353
6;14;22;1;0.25458575;0.54466164
6;14;23;-1;0.10348341;0.68565514
6;14;24;1;0.37256853;0.30317443
6;15;21;-1;0.13072694;0.96893407
6;15;22;1;0.06951711;0.9871455
6;15;23;0;0.14755728;0.97358431
6;15;24;-1;0.50866841;0.8726832
6;16;21;-1;0.6054282;0.35897028
6;16;22;1;0.26194431;0.69051081
6;16;23;0;0.32275279;0.52095742
6;16;24;1;0.49844324;0.41538435
6;17;21;-1;0.058247734;0.90456902
6;17;22;1;0.070204104;0.96938298
6;17;23;1;0.037179053;0.96859227
6;17;24;-1;0.18851943;0.8825903
6;18;21;-1;0.67257536;0.63117984
6;18;22;1;0.22873813;0.97517396
6;18;23;1;0.22276651;0.97580238
6;18;24;0;0.13316245;0.91634695
6;19;21;0;0.11788814;0.96853543
6;19;22;-1;0.043558992;0.91256052
6;19;23;-1;0.12028304;0.86874818
6;19;24;0;0.43749969;0.12111168
6;20;21;0;0.091031256;0.946362
6;20;22;-1;0.15790877;0.97245555
6;20;23;-1;0.13101394;0.93265325
6;20;24;1;0.45577985;0.2130019
6;21;21;0;0.12655668;0.93762985
6;21;22;-1;0.057801473;0.95327124
6;21;23;0;0.0336445;0.87870328
6;21;24;-1;0.24865037;0.46188493
6;22;21;0;0.15218496;0.95045102
6;22;22;-1;0.06596024;0.94490628
6;22;23;0;0.12093405;0.9754844
6;22;24;1;0.19976661;0.54982615
6;23;21;0;0.33194309;0.23369903
6;23;22;-1;0.084252391;0.7997552
6;23;23;1;0.079279301;0.80534136
6;23;24;-1;0.29847914;0.26280228
6;24;21;0;0.008763605;0.97532293
6;24;22;-1;0.023648816;0.95953676
6;24;23;1;0.011196522;0.988961
6;24;24;0;0.026515231;0.95700334
6;25;21;0;0.30038479;0.9115014
6;25;22;0;0.20829678;0.85300789
6;25;23;-1;0.28703072;0.92067362
6;25;24;0;0.93054799;0.76090097
6;26;21;0;0.074031731;0.97684009
6;26;22;0;0.09768598;0.99409894
6;26;23;-1;0.092609623;0.98680272
6;26;24;1;0.20894663;0.86604299
6;27;21;0;0.13933164;0.9232299
6;27;22;0;0.14683715;0.96655042
6;27;23;0;0.1420144;0.96431712
6;27;24;-1;0.53186247;0.31333428
6;28;21;0;0.10628506;0.93927757
6;28;22;0;0.108927;0.96057817
6;28;23;0;0.12495057;0.97679136
6;28;24;1;0.41294443;0.40959556
6;29;21;0;0.23210517;0.9720231
6;29;22;0;0.11395421;0.96167319
6;29;23;1;0.1981744;0.95558448
6;29;24;-1;0.71229244;0.67493148
6;30;21;0;0.081263404;0.96221811
6;30;22;0;0.071907944;0.96883838
6;30;23;1;0.090417373;0.96400489
6;30;24;0;0.28482592;0.50476562
6;31;21;0;0.027130967;0.98835693
6;31;22;1;0.020331939;0.95454363
6;31;23;-1;0.014181169;0.94008968
6;31;24;0;0.074888661;0.86947458
6;32;21;0;0.64523124;0.74481222
6;32;22;1;0.09539758;0.82401758
6;32;23;-1;0.095409758;0.83978465
6;32;24;1;0.080544222;0.54800334
6;33;21;0;0.14841734;0.96040512
6;33;22;1;0.13196636;0.97365474
6;33;23;0;0.15567325;0.9542358
6;33;24;-1;0.56732916;0.19412919
6;34;21;0;0.73874992;0.83079898
6;34;22;1;0.21739538;0.96610673
6;34;23;0;0.22952362;0.94789958
6;34;24;1;0.036346983;0.96005978
6;35;21;0;0.095996884;0.9787367
6;35;22;1;0.10835595;0.98522182
6;35;23;1;0.055522743;0.98679141
6;35;24;-1;0.29559779;0.92096704
6;36;21;0;0.063641854;0.95450269
6;36;22;1;0.14395126;0.94218212
6;36;23;1;0.15985897;0.93747021
6;36;24;0;0.54472123;0.092082701
6;37;21;1;0.67476508;0.32994934
6;37;22;-1;0.14882417;0.75224041
6;37;23;-1;0.18070566;0.72107752
6;37;24;0;0.22940808;0.44711563
6;38;21;1;0.14854123;0.95255848
6;38;22;-1;0.085157994;0.89206516
6;38;23;-1;0.13270799;0.94382717
6;38;24;1;0.53897821;0.10019683
6;39;21;1;0.14116465;0.96819981
6;39;22;-1;0.15676965;0.95544387
6;39;23;0;0.14031706;0.94742254
6;39;24;-1;0.57473377;0.084564935
6;40;21;1;0.088793552;0.8400009
6;40;22;-1;0.1510436;0.95107696
6;40;23;0;0.14054806;0.94169987
6;40;24;1;0.48621996;0.13288269
6;41;21;1;0.085688191;0.92747346
6;41;22;-1;0.098359315;0.95467596
6;41;23;1;0.09674773;0.94354673
6;41;24;-1;0.40790729;0.34699609
6;42;21;1;0.064599736;0.87923281
6;42;22;-1;0.10076282;0.94663793
6;42;23;1;0.17351669;0.9593376
6;42;24;0;0.44122342;0.20911487
6;43;21;1;0.077437648;0.93006659
6;43;22;0;0.11222862;0.97308746
6;43;23;-1;0.078566969;0.96695643
6;43;24;0;0.38350926;0.34167463
6;44;21;1;0.15870036;0.94062381
6;44;22;0;0.15504461;0.9412671
6;44;23;-1;0.16171526;0.93206487
6;44;24;1;0.52188299;0.54734374
6;45;21;1;0.11890208;0.77306445
6;45;22;0;0.12715962;0.95981694
6;45;23;0;0.093070058;0.96764193
6;45;24;-1;0.29842405;0.78947658
6;46;21;1;0.15648325;0.94605275
6;46;22;0;0.1772083;0.96990311
6;46;23;0;0.17308715;0.96700988
6;46;24;1;0.61179197;0.10219149
6;47;21;1;0.067120076;0.88254991
6;47;22;0;0.11414196;0.9938416
6;47;23;1;0.11657419;0.98758377
6;47;24;-1;0.29446131;0.69833925
6;48;21;1;0.14231224;0.91626095
6;48;22;0;0.15750276;0.96502794
6;48;23;1;0.19618793;0.97318346
6;48;24;0;0.62479297;0.29278944
6;49;21;1;0.045873061;0.85566949
6;49;22;1;0.23169502;0.98122323
6;49;23;-1;0.2029892;0.95133562
6;49;24;0;0.66724343;0.33288727
6;50;21;1;0.70257728;0.46086784
6;50;22;1;0.24977807;0.48997121
6;50;23;-1;0.26165665;0.64190056
6;50;24;1;0.34925813;0.63720322
6;51;21;1;0.18284328;0.98638177
6;51;22;1;0.070587747;0.95652729
6;51;23;0;0.079486473;0.97971461
6;51;24;-1;0.5180089;0.73314053
6;52;21;1;0.046166479;0.99231856
6;52;22;1;0.035918284;0.98048784
6;52;23;0;0.027997512;0.90646452
6;52;24;1;0.11401294;0.82640231
6;53;21;1;0.07131929;0.93362565
6;53;22;1;0.1507768;0.67456638
6;53;23;1;0.07068695;0.79070882
6;53;24;-1;0.28936387;0.35792463
6;54;21;1;0.042312577;0.95360473
6;54;22;1;0.10667713;0.95762753
6;54;23;1;0.11363499;0.98409504
6;54;24;0;0.3366349;0.44919098
7;1;25;-1;0.040008554;0.87453503
7;1;26;-1;0.037979616;0.97306544
7;1;27;-1;0.11477158;0.96229861
7;1;28;0;0.050396963;0.97545911
7;2;25;-1;0.10313472;0.85956646
7;2;26;-1;0.14170831;0.89132101
7;2;27;-1;0.58872867;0.48871349
7;2;28;1;0.093919529;0.86979579
7;3;25;-1;0.069377596;0.99124421
7;3;26;-1;0.014113264;0.99019962
7;3;27;0;0.026016014;0.99155618
7;3;28;-1;0.039805556;0.99114705
7;4;25;-1;0.062775498;0.97974341
7;4;26;-1;0.097158409;0.98078627
7;4;27;0;0.3493765;0.64249417
7;4;28;1;0.083644448;0.9648402
7;5;25;-1;0.017896504;0.9539621
7;5;26;-1;0.069638992;0.98670616
7;5;27;1;0.17670034;0.97553517
7;5;28;-1;0.012399944;0.99234185
7;6;25;-1;0.018582523;0.99632512
7;6;26;-1;0.047405836;0.9794297
7;6;27;1;0.008542274;0.98737829
7;6;28;0;0.012207817;0.99439298
7;7;25;-1;0.003929115;0.9958928
7;7;26;0;0.009821319;0.9966479
7;7;27;-1;0.005994986;0.99861705
7;7;28;0;0.011365299;0.99108886
7;8;25;-1;0.015930917;0.98166712
7;8;26;0;0.032398335;0.98975062
7;8;27;-1;0.089754767;0.96775598
7;8;28;1;0.012571252;0.98550082
7;9;25;-1;0.024426453;0.99259655
7;9;26;0;0.025632002;0.99406813
7;9;27;0;0.040134557;0.99821927
7;9;28;-1;0.054882462;0.97623022
7;10;25;-1;0.024020043;0.98607374
7;10;26;0;0.017380531;0.99334503
7;10;27;0;0.031489391;0.99110538
7;10;28;1;0.015622005;0.99589011
7;11;25;-1;0.008365498;0.9933349
7;11;26;0;0.010624994;0.97755447
7;11;27;1;0.050890251;0.99072555
7;11;28;-1;0.023222308;0.99360757
7;12;25;-1;0.021833933;0.97527846
7;12;26;0;0.019022849;0.97025236
7;12;27;1;0.012103734;0.97654953
7;12;28;0;0.021919873;0.98021082
7;13;25;-1;0.002604972;0.99641665
7;13;26;1;0.004943402;0.99584604
7;13;27;-1;0.004978255;0.99851782
7;13;28;0;0.002351728;0.99342489
7;14;25;-1;0.038470842;0.96736526
7;14;26;1;0.012087313;0.97516667
7;14;27;-1;0.011627131;0.98760647
7;14;28;1;0.012624548;0.97637994
7;15;25;-1;0.28270965;0.51047008
7;15;26;1;0.089800828;0.97627837
7;15;27;0;0.069319704;0.97172065
7;15;28;-1;0.081326854;0.97419785
7;16;25;-1;0.011775125;0.9969306
7;16;26;1;0.007335034;0.99013499
7;16;27;0;0.004366217;0.98631052
7;16;28;1;0.006518673;0.98893753
7;17;25;-1;0.039170442;0.97576075
7;17;26;1;0.070114605;0.97780125
7;17;27;1;0.093777514;0.97298133
7;17;28;-1;0.15460955;0.72719193
7;18;25;-1;0.43810844;0.26320317
